Label,Id,most_published_topic
Ming Cao,41653,"Robotics, Autonomous Systems, and Control"
Jiashu Pu,41654,Machine Learning Algorithms and Theoretical AI
Spyridon Mouroutsos,41655,Computer Vision and Image Processing
Kevin Hsieh,41656,
Louis Castricato,41657,Machine Learning Algorithms and Theoretical AI
Bo Miao,41658,Computer Vision and Image Processing
Mahdi Alehdaghi,41659,Computer Vision and Image Processing
Nicolas Grenan-Godbout,41660,Large Language Models and Natural Language Processing
Krishna P. Gummadi,41661,Large Language Models and Natural Language Processing
Rob van Nieuwpoort,41662,Machine Learning Algorithms and Theoretical AI
Dongman Lee,41663,Data Science and Analytics
Maeve Beckett,41664,Sustainability and Environmental Applications of AI
Mohammad Al-Sa'd,41665,"Robotics, Autonomous Systems, and Control"
Pim Jordi Verschuuren,41666,Large Language Models and Natural Language Processing
Zahra Atashgahi,41667,Machine Learning Algorithms and Theoretical AI
Ferdinando Cicalese,41668,Machine Learning Algorithms and Theoretical AI
Maurizio Mongelli,41669,Machine Learning Algorithms and Theoretical AI
Irina Spiridonova,41670,"AI in Education, Art, and Creative Industries"
Chris Mingard,41671,Machine Learning Algorithms and Theoretical AI
Aviral Kumar,41672,Machine Learning Algorithms and Theoretical AI
Francesco Barile,41673,AI in Social Sciences and Humanities
Xiaoying Gan,41674,Large Language Models and Natural Language Processing
Changchang Liu,41675,Machine Learning Algorithms and Theoretical AI
Valentino Maiorca,41676,Machine Learning Algorithms and Theoretical AI
Suna Bensch,41677,AI in Social Sciences and Humanities
Ziyu Jia,41678,Healthcare and Biomedical Applications of AI
Mohammad Lataifeh,41679,"AI in Education, Art, and Creative Industries"
Shancheng Fang,41680,Computer Vision and Image Processing
Ruigang Yang,41681,Computer Vision and Image Processing
 Herrera,41682,"AI Ethics, Society, and Policy"
Bram Willemsen,41683,"AI in Education, Art, and Creative Industries"
Lucía Gómez Álvarez,41684,Large Language Models and Natural Language Processing
Haoxuan Li,41685,Large Language Models and Natural Language Processing
Richalynn Leong,41686,Data Science and Analytics
Charese Smiley,41687,Data Science and Analytics
Carlos Theran,41688,Healthcare and Biomedical Applications of AI
João Felipe Pimentel,41689,"AI in Education, Art, and Creative Industries"
Guy Schofield,41690,"AI in Education, Art, and Creative Industries"
Morgan R. Frank,41691,"AI in Education, Art, and Creative Industries"
Denis Hadjivelichkov,41692,"Robotics, Autonomous Systems, and Control"
Paul F. Simmering,41693,Large Language Models and Natural Language Processing
Li Li,41694,"Robotics, Autonomous Systems, and Control"
Gherardo Varando,41695,Healthcare and Biomedical Applications of AI
Stephen J. Verzi,41696,Data Science and Analytics
Denis Dimitrov,41697,Large Language Models and Natural Language Processing
Tom Vercauteren,41698,"Robotics, Autonomous Systems, and Control"
Cláudio R. Jung,41699,"AI Ethics, Society, and Policy"
Zehong Hu,41700,Machine Learning Algorithms and Theoretical AI
Qin Lu,41701,Large Language Models and Natural Language Processing
Nicolas Chiabaut,41702,"Robotics, Autonomous Systems, and Control"
Xingsi Dong,41703,Machine Learning Algorithms and Theoretical AI
Arjun K. Manrai,41704,Computer Vision and Image Processing
Zhiming Wang,41705,
Yujie Zeng,41706,Machine Learning Algorithms and Theoretical AI
Yuval Kirstain,41707,Computer Vision and Image Processing
Peter R. Wurman,41708,Machine Learning Algorithms and Theoretical AI
Jonathan Ward,41709,Large Language Models and Natural Language Processing
Haichen Li,41710,Machine Learning Algorithms and Theoretical AI
Yongxin Zhou,41711,Large Language Models and Natural Language Processing
Jou-Min Liu,41712,"Robotics, Autonomous Systems, and Control"
Gongxi Zhu,41713,Cybersecurity and Information Security with AI
Yuanwei Qu,41714,Computer Vision and Image Processing
Jiayi Luo,41715,Data Science and Analytics
Linzhan Mou,41716,Computer Vision and Image Processing
Yansheng Li,41717,Computer Vision and Image Processing
Yuanyang Zhu,41718,Machine Learning Algorithms and Theoretical AI
Wenbo Zhou,41719,"AI Ethics, Society, and Policy"
Dinesh Tewari,41720,"AI Ethics, Society, and Policy"
David Patterson,41721,
Narasimhan Sundararajan,41722,Machine Learning Algorithms and Theoretical AI
Dongyue Guo,41723,"Robotics, Autonomous Systems, and Control"
Xiaobo Jin,41724,Machine Learning Algorithms and Theoretical AI
Shuai Li,41725,Machine Learning Algorithms and Theoretical AI
Anaum Khan,41726,"AI Ethics, Society, and Policy"
Qutub Syed Sha,41727,Machine Learning Algorithms and Theoretical AI
Deep Ganguli,41728,Large Language Models and Natural Language Processing
Catherine Aftandilian,41729,
David Oniani,41730,"AI Ethics, Society, and Policy"
Ing-Chao Lin,41731,Machine Learning Algorithms and Theoretical AI
Rahul Dodhia,41732,Healthcare and Biomedical Applications of AI
Eoin Thomas,41733,Computer Vision and Image Processing
Jingyong Su,41734,Computer Vision and Image Processing
Hao Zhou,41735,Machine Learning Algorithms and Theoretical AI
Zeyuan Allen-Zhu,41736,Large Language Models and Natural Language Processing
MasoudReza Hashemi,41737,Healthcare and Biomedical Applications of AI
Fangzhou Yao,41738,"AI in Education, Art, and Creative Industries"
Melike Erol-Kantarci,41739,Machine Learning Algorithms and Theoretical AI
Stéphanie Allassonnière,41740,Data Science and Analytics
Samantha Latremouille,41741,Healthcare and Biomedical Applications of AI
C. Karen Liu,41742,"Robotics, Autonomous Systems, and Control"
Cleyton Magalhaes,41743,"AI Ethics, Society, and Policy"
Guillermo Valle-Pérez,41744,Machine Learning Algorithms and Theoretical AI
Kun Qian,41745,"AI in Education, Art, and Creative Industries"
Takuma Yagi,41746,"Robotics, Autonomous Systems, and Control"
Timothy Lillicrap,41747,Machine Learning Algorithms and Theoretical AI
Ricardo de Azambuja,41748,"Robotics, Autonomous Systems, and Control"
Söhnke Benedikt Fischedick,41749,Computer Vision and Image Processing
Anna Bortsova,41750,Large Language Models and Natural Language Processing
Tammy Riklin Raviv,41751,Healthcare and Biomedical Applications of AI
Swati Kaul,41752,Data Science and Analytics
Tiannan Wang,41753,Large Language Models and Natural Language Processing
E. Ntoutsi,41754,Machine Learning Algorithms and Theoretical AI
Fengge Wu,41755,Machine Learning Algorithms and Theoretical AI
Kai Tu,41756,Computer Vision and Image Processing
Martin Ferianc,41757,Machine Learning Algorithms and Theoretical AI
Aryan Chugh,41758,Healthcare and Biomedical Applications of AI
Domenec Puig-Valls,41759,Machine Learning Algorithms and Theoretical AI
Han L. J. van der Maas,41760,Large Language Models and Natural Language Processing
Yuheng Huang,41761,Large Language Models and Natural Language Processing
Thomas Brox,41762,Large Language Models and Natural Language Processing
Ville Hautamäki,41763,Machine Learning Algorithms and Theoretical AI
Ziang Xu,41764,Computer Vision and Image Processing
Jingmin Zhang,41765,Computer Vision and Image Processing
Sunayana Sitaram,41766,Large Language Models and Natural Language Processing
Kaige Qu,41767,AI for Industrial Automation and Manufacturing
Yongtao Wang,41768,Computer Vision and Image Processing
Alexander Tapley,41769,"Robotics, Autonomous Systems, and Control"
Vijay Marupudi,41770,Large Language Models and Natural Language Processing
Joshua P. Zitovsky,41771,Machine Learning Algorithms and Theoretical AI
Johanna Kappenberg,41772,Large Language Models and Natural Language Processing
Rui-Jie Zhu,41773,Machine Learning Algorithms and Theoretical AI
Wooyeol Kim,41774,Large Language Models and Natural Language Processing
Sebastian Denef,41775,Machine Learning Algorithms and Theoretical AI
Elisabeth Rumetshofer,41776,Large Language Models and Natural Language Processing
Yuchuan Tian,41777,"AI Ethics, Society, and Policy"
Lijuan Liu,41778,Computer Vision and Image Processing
Mirza Mohtashim Alam,41779,Machine Learning Algorithms and Theoretical AI
Gopeshh Raaj Subbaraj,41780,Machine Learning Algorithms and Theoretical AI
Xingxing Wei,41781,Computer Vision and Image Processing
Qiongxu Ma,41782,Machine Learning Algorithms and Theoretical AI
Ihyeok Seo,41783,Machine Learning Algorithms and Theoretical AI
Johannes Hoehne,41784,Machine Learning Algorithms and Theoretical AI
Shuai Wang,41785,Large Language Models and Natural Language Processing
Tarushi Gandhi,41786,"AI in Education, Art, and Creative Industries"
Pedro Foletto Pimenta,41787,Machine Learning Algorithms and Theoretical AI
Ke Cheng,41788,
Weijian Luo,41789,Machine Learning Algorithms and Theoretical AI
Philip W. Jones,41790,Emerging Technologies and Future Trends in AI
Alan Whone,41791,Healthcare and Biomedical Applications of AI
Kyle Kilian,41792,"AI Ethics, Society, and Policy"
Xin Alex Lin,41793,Large Language Models and Natural Language Processing
Samta Kamboj,41794,Large Language Models and Natural Language Processing
Muyang Du,41795,Large Language Models and Natural Language Processing
Yue Fan,41796,Machine Learning Algorithms and Theoretical AI
Christin Seifert,41797,
Chang Huang,41798,Machine Learning Algorithms and Theoretical AI
Olivier Siohan,41799,Computer Vision and Image Processing
Dan Li,41800,Large Language Models and Natural Language Processing
James T. Kwok,41801,Machine Learning Algorithms and Theoretical AI
Daniel Lizotte,41802,Cybersecurity and Information Security with AI
A. I. Ullah Tabassam,41803,Data Science and Analytics
Alice Adenis,41804,Machine Learning Algorithms and Theoretical AI
Tianchi Liu,41805,
Felipe Araújo,41806,Computer Vision and Image Processing
Huijing Zhan,41807,Large Language Models and Natural Language Processing
Paolo Burgio,41808,Computer Vision and Image Processing
Yang Chen,41809,Machine Learning Algorithms and Theoretical AI
Karim Tit,41810,Large Language Models and Natural Language Processing
Ruoqi Shen,41811,Machine Learning Algorithms and Theoretical AI
Jintao Fei,41812,Healthcare and Biomedical Applications of AI
Ziqi Zhang,41813,Machine Learning Algorithms and Theoretical AI
Jose Caraball,41814,Machine Learning Algorithms and Theoretical AI
Yacheng He,41815,Large Language Models and Natural Language Processing
Zachariah Carmichael,41816,Computer Vision and Image Processing
Boxin Du,41817,Machine Learning Algorithms and Theoretical AI
Daiwei Yu,41818,Data Science and Analytics
Lejla Begic Fazlic,41819,Machine Learning Algorithms and Theoretical AI
Agoston E. Eiben,41820,
Florin Brad,41821,Data Science and Analytics
Norman Sadeh,41822,
Cheng-Yen Yang,41823,Computer Vision and Image Processing
Tianqianjin Lin,41824,Machine Learning Algorithms and Theoretical AI
Taufiq Hasan,41825,Healthcare and Biomedical Applications of AI
Hankang Gu,41826,"Robotics, Autonomous Systems, and Control"
Philip Stephens,41827,Computer Vision and Image Processing
Haoyan Wei,41828,Machine Learning Algorithms and Theoretical AI
Aleksey Korshuk,41829,"AI Ethics, Society, and Policy"
Francis Y. Yan,41830,Computer Vision and Image Processing
Kim-Hui Yap,41831,Computer Vision and Image Processing
Xutong Sun,41832,"AI Ethics, Society, and Policy"
Alexander Duerr,41833,"Robotics, Autonomous Systems, and Control"
Alessia Telari,41834,"AI in Education, Art, and Creative Industries"
Adam T Schmidt,41835,Healthcare and Biomedical Applications of AI
Pengfei Li,41836,
Carlos Lamas-Fernandez,41837,Machine Learning Algorithms and Theoretical AI
Péter Vaderna,41838,Machine Learning Algorithms and Theoretical AI
Harshad B. Hegde,41839,Large Language Models and Natural Language Processing
Seyedreza Mohseni,41840,"AI Ethics, Society, and Policy"
Livio Baldini Soares,41841,Large Language Models and Natural Language Processing
Ritam Majumdar,41842,Machine Learning Algorithms and Theoretical AI
Naweiluo Zhou,41843,Emerging Technologies and Future Trends in AI
Olga Vechtomova,41844,Large Language Models and Natural Language Processing
Kaushar Mahetaji,41845,Large Language Models and Natural Language Processing
Md. Nafis Faiyaz,41846,
Yanjing Li,41847,Healthcare and Biomedical Applications of AI
Andy Shih,41848,Machine Learning Algorithms and Theoretical AI
Oleg Voynov,41849,Computer Vision and Image Processing
Qinwen Wang,41850,Machine Learning Algorithms and Theoretical AI
Sylvain Andresz,41851,"AI Ethics, Society, and Policy"
Karan Bhukar,41852,Data Science and Analytics
Kate Saenko,41853,Computer Vision and Image Processing
Ke-Jia Chen,41854,Machine Learning Algorithms and Theoretical AI
Swanand Ravindra Kadhe,41855,
Nan Che,41856,Computer Vision and Image Processing
Aniruddh G. Puranic,41857,Machine Learning Algorithms and Theoretical AI
Jiachi Liu,41858,Machine Learning Algorithms and Theoretical AI
Chuang Hu,41859,Machine Learning Algorithms and Theoretical AI
Helen M Genova,41860,Healthcare and Biomedical Applications of AI
Raúl Nanclares,41861,Computer Vision and Image Processing
Hanbaek Lyu,41862,Machine Learning Algorithms and Theoretical AI
Wenjia Wang,41863,Computer Vision and Image Processing
Madiha Zahrah Choksi,41864,"AI Ethics, Society, and Policy"
Cristiano André da Costa,41865,Machine Learning Algorithms and Theoretical AI
Nouar AlDahoul,41866,"AI in Education, Art, and Creative Industries"
Cheng Yang,41867,Machine Learning Algorithms and Theoretical AI
Shruti Dutta,41868,Large Language Models and Natural Language Processing
Salmonn Talebi,41869,"AI Ethics, Society, and Policy"
Jimin J Lee,41870,Human-Computer Interaction and User Experience
Alex Rizkowsky,41871,Large Language Models and Natural Language Processing
Kyle McDonell,41872,"AI in Education, Art, and Creative Industries"
Robert Tjarko Lange,41873,Machine Learning Algorithms and Theoretical AI
Haotai Liang,41874,Computer Vision and Image Processing
Chaomin Shen,41875,"Robotics, Autonomous Systems, and Control"
Jingzehua Xu,41876,Machine Learning Algorithms and Theoretical AI
Jincheng Yu,41877,"AI in Education, Art, and Creative Industries"
En-Pei Hu,41878,Machine Learning Algorithms and Theoretical AI
Renata Morais Mesquita,41879,AI in Social Sciences and Humanities
Andrew Paverd,41880,Cybersecurity and Information Security with AI
Keze Wang,41881,
Mao Fengjian,41882,"Robotics, Autonomous Systems, and Control"
Sophie A. Neubauer,41883,Machine Learning Algorithms and Theoretical AI
Arshag Danageozian,41884,Quantum Computing and AI
Nestor Maslej,41885,Emerging Technologies and Future Trends in AI
Audun Josang,41886,Machine Learning Algorithms and Theoretical AI
Seungeun Rho,41887,"AI Ethics, Society, and Policy"
Julien Dirani,41888,"AI Ethics, Society, and Policy"
Jianhua Zhang,41889,Machine Learning Algorithms and Theoretical AI
Tan Lay Poh,41890,"AI in Education, Art, and Creative Industries"
Bilal Mahdy,41891,"Robotics, Autonomous Systems, and Control"
Yongjun Li,41892,
Ahana Datta,41893,"Robotics, Autonomous Systems, and Control"
Chetan Joshi,41894,Computer Vision and Image Processing
Jiajun Wu,41895,"Robotics, Autonomous Systems, and Control"
Maryna Waszak,41896,Computer Vision and Image Processing
Guangxing Han,41897,
Xiaoyu Wu,41898,Machine Learning Algorithms and Theoretical AI
Leon Liyang Zhang,41899,Machine Learning Algorithms and Theoretical AI
Harish G. Ramaswamy,41900,Machine Learning Algorithms and Theoretical AI
Arnaud Deza,41901,Machine Learning Algorithms and Theoretical AI
Chaowen Guan,41902,Quantum Computing and AI
Mark A. Neerincx,41903,Healthcare and Biomedical Applications of AI
Fanxin Kong,41904,
Shabbirhussain Bhaisaheb,41905,Large Language Models and Natural Language Processing
Yongming He,41906,Machine Learning Algorithms and Theoretical AI
Elton Yechao Zhu,41907,"AI Ethics, Society, and Policy"
Janna Omeliyanenko,41908,Large Language Models and Natural Language Processing
Thomas Schulthess,41909,Emerging Technologies and Future Trends in AI
Adam Kapelner,41910,Healthcare and Biomedical Applications of AI
Josh Romero,41911,Emerging Technologies and Future Trends in AI
Dieter Brughmans,41912,
Jaeyeon Jang,41913,
Tariq Khan,41914,Healthcare and Biomedical Applications of AI
Avinash Parnandi,41915,
Rohan Chitnis,41916,Machine Learning Algorithms and Theoretical AI
Shadi Atalla,41917,Healthcare and Biomedical Applications of AI
Nathan Tsoi,41918,"Robotics, Autonomous Systems, and Control"
Xiaotian Zhang,41919,Large Language Models and Natural Language Processing
Aymen Fakhreddine,41920,
Carl Yang,41921,Healthcare and Biomedical Applications of AI
Iu-thing Kang,41922,Large Language Models and Natural Language Processing
Yiyan Zhao,41923,Large Language Models and Natural Language Processing
Yupeng Hou,41924,Large Language Models and Natural Language Processing
Michael A. Goodrich,41925,"Robotics, Autonomous Systems, and Control"
Zhilin Lu,41926,Machine Learning Algorithms and Theoretical AI
Hugh Leather,41927,Large Language Models and Natural Language Processing
Maura Pintor,41928,Sustainability and Environmental Applications of AI
Mohammed Javed,41929,Computer Vision and Image Processing
Matthew Chalk,41930,Machine Learning Algorithms and Theoretical AI
Dhanya Lakshmi,41931,"AI Ethics, Society, and Policy"
Andras Hajdu,41932,Data Science and Analytics
Iftekhar Ahmed,41933,Large Language Models and Natural Language Processing
Peng-Hung Tsai,41934,
Arpita Biswas,41935,"AI Ethics, Society, and Policy"
Suzanne Little,41936,"AI Ethics, Society, and Policy"
Alain Pegatoquet,41937,Computer Vision and Image Processing
Akira Tokutsu,41938,Large Language Models and Natural Language Processing
Kushal Tatariya,41939,Large Language Models and Natural Language Processing
Gen Shi,41940,Computer Vision and Image Processing
Siwei Yang,41941,Computer Vision and Image Processing
Naoya Takahashi,41942,Computer Vision and Image Processing
Jan Lause,41943,Healthcare and Biomedical Applications of AI
Joan Espasa,41944,Machine Learning Algorithms and Theoretical AI
Raffaele Galliera,41945,"AI in Education, Art, and Creative Industries"
Jeyan Thiyagalingam,41946,Machine Learning Algorithms and Theoretical AI
Shanlin Sun,41947,
Junhong Xiang,41948,Computer Vision and Image Processing
Jone Bartel,41949,
Weiran Cai,41950,Large Language Models and Natural Language Processing
Ruijie Chen,41951,Computer Vision and Image Processing
Francois Portet,41952,Large Language Models and Natural Language Processing
Guang Jun Nicholas Ang,41953,Healthcare and Biomedical Applications of AI
Zhihan Gao,41954,Computer Vision and Image Processing
Junfeng Li,41955,"Robotics, Autonomous Systems, and Control"
Jie Peng,41956,Machine Learning Algorithms and Theoretical AI
Philipp Schlehuber-Caissier,41957,"Robotics, Autonomous Systems, and Control"
Theresa Lopez,41958,Large Language Models and Natural Language Processing
Shruti Kumar,41959,Computer Vision and Image Processing
Liangyue Li,41960,Large Language Models and Natural Language Processing
Yi-Fei Wang,41961,Healthcare and Biomedical Applications of AI
Robert Flynn,41962,Machine Learning Algorithms and Theoretical AI
Somya Sharma,41963,Data Science and Analytics
Nguyen Thu Thuy,41964,AI for Industrial Automation and Manufacturing
Chenfei Wu,41965,"AI in Education, Art, and Creative Industries"
Wenda Chu,41966,Data Science and Analytics
Ole John,41967,Large Language Models and Natural Language Processing
Benoit Boulet,41968,"Robotics, Autonomous Systems, and Control"
Zhufei Chu,41969,Machine Learning Algorithms and Theoretical AI
Somayeh Sojoudi,41970,
Eyad Shaklab,41971,"Robotics, Autonomous Systems, and Control"
Yiqun Chen,41972,"Robotics, Autonomous Systems, and Control"
Simón Posada Fishman,41973,Large Language Models and Natural Language Processing
Ankit Sharma,41974,Healthcare and Biomedical Applications of AI
Zhi Yu,41975,Computer Vision and Image Processing
Petr Škoda,41976,Data Science and Analytics
Matthew Studley,41977,"Robotics, Autonomous Systems, and Control"
Victor Zhong,41978,Machine Learning Algorithms and Theoretical AI
Shimon Honda,41979,
Basile Van Hoorick,41980,Computer Vision and Image Processing
Ahmad M. Nagib,41981,"Robotics, Autonomous Systems, and Control"
Weifeng Ge,41982,
Stephen Bates,41983,Machine Learning Algorithms and Theoretical AI
Plinio Moreno,41984,"Robotics, Autonomous Systems, and Control"
Madeline G. Reinecke,41985,"AI Ethics, Society, and Policy"
Felype de Castro Bastos,41986,Computer Vision and Image Processing
Md. Touhidul Islam,41987,Healthcare and Biomedical Applications of AI
Han-Jay Shu,41988,Machine Learning Algorithms and Theoretical AI
Sven Apel,41989,Machine Learning Algorithms and Theoretical AI
Praveen Srinivasan,41990,Large Language Models and Natural Language Processing
Sadao Kurohashi,41991,Large Language Models and Natural Language Processing
Hendrik Hamann,41992,Data Science and Analytics
Pengming Wang,41993,Machine Learning Algorithms and Theoretical AI
Archie Crowley,41994,Large Language Models and Natural Language Processing
Casey Meehan,41995,Machine Learning Algorithms and Theoretical AI
Juan M. Lavista Ferres,41996,"AI Ethics, Society, and Policy"
Yijie Zhang,41997,Healthcare and Biomedical Applications of AI
Tomasz Korbak,41998,Large Language Models and Natural Language Processing
Chenrui Tie,41999,"Robotics, Autonomous Systems, and Control"
Haixiao Xu,42000,Large Language Models and Natural Language Processing
Selim F. Yilmaz,42001,Emerging Technologies and Future Trends in AI
Yingwen Zhao,42002,Large Language Models and Natural Language Processing
Monica Arias-Monge,42003,"AI in Education, Art, and Creative Industries"
Guojun Chen,42004,Large Language Models and Natural Language Processing
Shahin Amiriparian,42005,"AI Ethics, Society, and Policy"
Xinxi Chen,42006,Large Language Models and Natural Language Processing
Ebert Otten,42007,Healthcare and Biomedical Applications of AI
Penghui Wen,42008,Machine Learning Algorithms and Theoretical AI
Julie Hunter,42009,AI in Social Sciences and Humanities
Tao Yun,42010,Computer Vision and Image Processing
Aman Madaan,42011,Machine Learning Algorithms and Theoretical AI
Dimitrios Kotios,42012,Computer Vision and Image Processing
Reese Green,42013,Machine Learning Algorithms and Theoretical AI
William X. Cao,42014,Machine Learning Algorithms and Theoretical AI
Pouya Pezeshkpour,42015,Large Language Models and Natural Language Processing
Lei Shi,42016,AI in Social Sciences and Humanities
Yash Govind,42017,Data Science and Analytics
Yinglong Du,42018,Computer Vision and Image Processing
Qiancai Wang,42019,Computer Vision and Image Processing
Jarrett Holtz,42020,"Robotics, Autonomous Systems, and Control"
Mu-Nan Ning,42021,Large Language Models and Natural Language Processing
Anzirun Nahar Asma,42022,Healthcare and Biomedical Applications of AI
Tim Pearce,42023,Machine Learning Algorithms and Theoretical AI
Shin-Ying Yeh,42024,Computer Vision and Image Processing
Menachem Brief,42025,Large Language Models and Natural Language Processing
Donglai Chen,42026,Machine Learning Algorithms and Theoretical AI
Hamid Beigy,42027,AI in Social Sciences and Humanities
Weihuang Wen,42028,Machine Learning Algorithms and Theoretical AI
Anitha Kannan,42029,Healthcare and Biomedical Applications of AI
Artem Korenev,42030,"AI in Education, Art, and Creative Industries"
Yehui Yang,42031,Healthcare and Biomedical Applications of AI
Andreas Aßmuth,42032,Cybersecurity and Information Security with AI
Dit-Yan Yeung,42033,Computer Vision and Image Processing
Milo Z. Trujillo,42034,Large Language Models and Natural Language Processing
Song Ge,42035,Large Language Models and Natural Language Processing
Thilo Spinner,42036,
Mark Goldstein,42037,Healthcare and Biomedical Applications of AI
Hyun Ryu,42038,Machine Learning Algorithms and Theoretical AI
Xiaojuan Ma,42039,
James Trimble,42040,Machine Learning Algorithms and Theoretical AI
Linghan Zhong,42041,Machine Learning Algorithms and Theoretical AI
Olgun Dursun,42042,Large Language Models and Natural Language Processing
Jiahao Ji,42043,Machine Learning Algorithms and Theoretical AI
Zhe Wu,42044,Computer Vision and Image Processing
Mandar S Sapre,42045,Machine Learning Algorithms and Theoretical AI
Zihan Chen,42046,Machine Learning Algorithms and Theoretical AI
Jiangyong Huang,42047,"AI in Education, Art, and Creative Industries"
Janice Ahn,42048,
Shichun Liu,42049,Large Language Models and Natural Language Processing
Nasser Lashgarian Azad,42050,
Alexandre Proutiere,42051,Machine Learning Algorithms and Theoretical AI
Tamas Bisztray,42052,Cybersecurity and Information Security with AI
Bruno Regaldo-Saint Blancard,42053,Computer Vision and Image Processing
Kanishka Rao,42054,"Robotics, Autonomous Systems, and Control"
Xiangyuan Zhang,42055,Machine Learning Algorithms and Theoretical AI
Haichi Luo,42056,Computer Vision and Image Processing
Qingxing Cao,42057,Machine Learning Algorithms and Theoretical AI
Munmun De Choudhury,42058,Healthcare and Biomedical Applications of AI
Ali Emami,42059,"AI Ethics, Society, and Policy"
Sumit Soman,42060,Data Science and Analytics
Venkat Nemani,42061,Machine Learning Algorithms and Theoretical AI
Ming Tang,42062,Machine Learning Algorithms and Theoretical AI
Jintang Xue,42063,Emerging Technologies and Future Trends in AI
Zhuopin Xu,42064,Machine Learning Algorithms and Theoretical AI
Cui Huang,42065,Machine Learning Algorithms and Theoretical AI
Juergen Mangler,42066,AI in Social Sciences and Humanities
Anish Lahiri,42067,Computer Vision and Image Processing
Guanchu Wang,42068,Machine Learning Algorithms and Theoretical AI
Gabriel Picard-Krashevski,42069,Computer Vision and Image Processing
Wenxiang Dong,42070,"Robotics, Autonomous Systems, and Control"
Yexiang Xue,42071,Machine Learning Algorithms and Theoretical AI
Brigit Beger,42072,Healthcare and Biomedical Applications of AI
Xuanyao Fong,42073,Machine Learning Algorithms and Theoretical AI
Fengmao Lv,42074,Data Science and Analytics
Carmen Bruder,42075,"AI Ethics, Society, and Policy"
John Gibbs,42076,"AI in Education, Art, and Creative Industries"
Grzegorz Stefański,42077,Computer Vision and Image Processing
Pierre Nicolay,42078,"Robotics, Autonomous Systems, and Control"
Kaveri Kale,42079,Large Language Models and Natural Language Processing
Hoang-Trung Nguyen,42080,AI in Social Sciences and Humanities
Cody Hao Yu,42081,Large Language Models and Natural Language Processing
Jimeng Sun,42082,Healthcare and Biomedical Applications of AI
Andy Way,42083,Large Language Models and Natural Language Processing
Ruida Wang,42084,Large Language Models and Natural Language Processing
Elaheh Barati,42085,"Robotics, Autonomous Systems, and Control"
Juan M. Bello-Rivas,42086,Machine Learning Algorithms and Theoretical AI
Darko Katic,42087,"Robotics, Autonomous Systems, and Control"
Tobias Engelhardt Rasmussen,42088,Machine Learning Algorithms and Theoretical AI
Tao Tang,42089,"AI in Education, Art, and Creative Industries"
Christopher R. Anderson,42090,"Robotics, Autonomous Systems, and Control"
Qingqing Zhu,42091,Human-Computer Interaction and User Experience
Andrew J. Schofield,42092,Computer Vision and Image Processing
Julien Denize,42093,Machine Learning Algorithms and Theoretical AI
Sally Maynard,42094,"Robotics, Autonomous Systems, and Control"
Lakshya Singhal,42095,Emerging Technologies and Future Trends in AI
Kartikeya Badola,42096,Large Language Models and Natural Language Processing
Jose Maria Alonso-Moral,42097,Data Science and Analytics
Giovanna Martinez-Arellano,42098,"AI Ethics, Society, and Policy"
Afreen Shaikh. Koustuv Dasgupta,42099,Data Science and Analytics
Ishaan Shah,42100,Computer Vision and Image Processing
Tucker Balch,42101,Data Science and Analytics
Nutchanon Yongsatianchot,42102,"AI in Education, Art, and Creative Industries"
Cheng Zhang,42103,Machine Learning Algorithms and Theoretical AI
D. Nardi,42104,"Robotics, Autonomous Systems, and Control"
Liming Zhu,42105,"AI Ethics, Society, and Policy"
Hailong Huang,42106,Large Language Models and Natural Language Processing
Jiseung Ryu,42107,"AI in Education, Art, and Creative Industries"
Kezhi Mao,42108,Machine Learning Algorithms and Theoretical AI
Zander Brumbaugh,42109,Large Language Models and Natural Language Processing
Ran Chen,42110,Machine Learning Algorithms and Theoretical AI
Jiaqian Yu,42111,Computer Vision and Image Processing
Amin Shafiee,42112,Computer Vision and Image Processing
Changick Kim,42113,Machine Learning Algorithms and Theoretical AI
Aarya Venkat,42114,"AI Ethics, Society, and Policy"
Abdullah Al Ishtiaq,42115,Computer Vision and Image Processing
Jiahao Sun,42116,Cybersecurity and Information Security with AI
Peter Arndt,42117,Machine Learning Algorithms and Theoretical AI
John J. Leonard,42118,Computer Vision and Image Processing
Cosmo Du,42119,Large Language Models and Natural Language Processing
Yong Yue,42120,Computer Vision and Image Processing
Shubham Toshniwal,42121,Machine Learning Algorithms and Theoretical AI
Peter Bloem,42122,Machine Learning Algorithms and Theoretical AI
Chongkai Gao,42123,"Robotics, Autonomous Systems, and Control"
Kathryn Knight,42124,Healthcare and Biomedical Applications of AI
Mohamed Bennai,42125,Quantum Computing and AI
Stéphane Chauvier,42126,"AI Ethics, Society, and Policy"
Naomi J Goodrich-Hunsaker,42127,Healthcare and Biomedical Applications of AI
Aman Jaiswal,42128,Large Language Models and Natural Language Processing
Dominik Klein,42129,Computer Vision and Image Processing
Kim H. Fair,42130,AI for Industrial Automation and Manufacturing
Harshit Dave,42131,Large Language Models and Natural Language Processing
Bangzhao Shu,42132,Large Language Models and Natural Language Processing
Rohith Pudari,42133,"AI Ethics, Society, and Policy"
Boris Motik,42134,Machine Learning Algorithms and Theoretical AI
Vasiliki Sideri-Lampretsa,42135,Healthcare and Biomedical Applications of AI
Hanhe Lin,42136,Healthcare and Biomedical Applications of AI
Fernando Suarez Saiz,42137,Healthcare and Biomedical Applications of AI
